form.health_centre_information.facility_name,form.health_centre_information.location_information.region_province,form.health_centre_information.location_information.district,form.health_centre_information.location_information.chiefdom,form.health_centre_information.location_information.facility_location,form.health_centre_information.facility_type,form.health_centre_information.managing_authority,form.health_centre_information.setting,form.health_centre_information.outpatient_only,form.health_centre_information.capacity.number_consultation_rooms,form.health_centre_information.capacity.number_inpatient_beds,form.health_centre_information.capacity.number_maternity_beds,form.health_centre_information.group_number_employed.list_community_health_officer.cho_number_in_post,form.health_centre_information.group_number_employed.list_community_health_officer.cho_number_present_at_visit,form.health_centre_information.group_number_employed.list_community_health_technician.cht_number_in_post,form.health_centre_information.group_number_employed.list_community_health_technician.cht_number_present_at_visit,form.health_centre_information.group_number_employed.list_community_health_assistant.cha_number_in_post,form.health_centre_information.group_number_employed.list_community_health_assistant.cha_number_present_at_visit,form.health_centre_information.group_number_employed.list_community_midwives.cm_number_in_post,form.health_centre_information.group_number_employed.list_community_midwives.cm_number_present_at_visit,form.health_centre_information.group_number_employed.list_sechn.sechn_number_in_post,form.health_centre_information.group_number_employed.list_sechn.sechn_number_present_at_visit,form.health_centre_information.group_number_employed.list_laboratory_technicians.lab_tech_number_in_post,form.health_centre_information.group_number_employed.list_laboratory_technicians.lab_tech_number_present_at_visit,form.health_centre_information.group_number_employed.list_mch_aides.mch_aides_number_in_post,form.health_centre_information.group_number_employed.list_mch_aides.mch_aides_number_present_at_visit,form.health_centre_information.group_number_employed.list_cleaner_porter.cleaner_porter_number_in_post,form.health_centre_information.group_number_employed.list_cleaner_porter.cleaner_porter_number_present_at_visit,form.health_centre_information.group_number_employed.list_other.other_number_in_post,form.health_centre_information.group_number_employed.list_other.other_number_present_at_visit,form.consultations.head_count.month_1,form.consultations.head_count.month_2,form.consultations.head_count.month_3,form.consultations.head_count.month_4,form.consultations.general_outpatient.month_1,form.consultations.general_outpatient.month_2,form.consultations.general_outpatient.month_3,form.consultations.general_outpatient.month_4,form.consultations.deliveries.month_1,form.consultations.deliveries.month_2,form.consultations.deliveries.month_3,form.consultations.deliveries.month_4,form.consultations.pent_vaccines.month_1,form.consultations.pent_vaccines.month_2,form.consultations.pent_vaccines.month_3,form.consultations.pent_vaccines.month_4,form.ql_human_resources.hr_focal_point,form.ql_human_resources.hr_staff_received_info,form.ql_human_resources.hr_healthcare_provider_training,form.ql_human_resources.hr_healthcare_provider_revised_training,form.ql_human_resources.hr_daily_staff_list,form.ql_information_education_communication.iec_handwashing_procedure,form.ql_information_education_communication.iec_physical_distancing,form.ql_information_education_communication.iec_covering_nose_mouth,form.ql_information_education_communication.iec_early_symptom_recognition,form.ql_information_education_communication.iec_when_facility_vs_home,form.ql_information_education_communication.iec_rational_ppe_use,form.ql_information_education_communication.iec_helpline_number,form.ql_surveillance.surv_procedure_for_notification,form.ql_surveillance.surv_official_case_definition,form.ql_surveillance.surv_hotline_number,form.ql_surveillance.surv_timely_data_reported_to_district,form.ql_triage_and_early_recognition.ter_screening_area_set_up,form.ql_triage_and_early_recognition.ter_symptom_screening_questionnaires,form.ql_triage_and_early_recognition.ter_temperature_measurement_at_triage,form.ql_triage_and_early_recognition.ter_physical_distancing_in_waiting,form.ql_triage_and_early_recognition.ter_separate_waiting_for_symptomatic,form.ql_chw.chw_trained_precautions,form.ql_chw.chw_trained_community_service,form.ql_chw.chw_drugs,form.ql_chw.chw_gloves,form.ql_chw.chw_masks,form.ql_chw.chw_iec_materials,form.ql_isolation_physical_distancing.iso_designated_isolation_for_suspected,form.ql_isolation_physical_distancing.iso_distance_between_patients_in_waiting,form.ql_isolation_physical_distancing.iso_distance_between_patient_beds,form.ql_isolation_physical_distancing.iso_transfer_referral_protocol,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_medical_masks,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_disp_surgical_masks,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_eye_protection,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_examination_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_surgical_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_long_cuffed_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_heavy_duty_gloves,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_long_sleeved_gown,form.grp_infection_prevention_and_control.ql_ppe.ipc_ppe_waterproof_aprons,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_staff_trained_on_ppe,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_ppe_poster_displayed,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_fit_test_kit,form.grp_infection_prevention_and_control.ql_ppe_plan.ipc_ppe_plan_contingency_for_shortages,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_colour_coded_bins,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_clinical_waste_bags,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_laundry_receptacles_at_patient_rooms,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.ipc_wcd_incinerator,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_clean_running_water,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_hand_soap,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_liquid_soap,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_disp_hand_towels,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.ipc_wash_alcohol_based_hand_gel,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_protocol_facility_disinfection,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_protocol_equipment_sterilisation,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_environmental_disinfectant,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_cleaning_schedule_in_toilets,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.ipc_ds_protocol_corpse_handling,form.ql_logistics_patient_and_sample_transfer.log_referral_plan,form.ql_logistics_patient_and_sample_transfer.log_cellphone_landline_swradio,form.ql_logistics_patient_and_sample_transfer.log_albendazole,form.ql_logistics_patient_and_sample_transfer.log_amoxicillin,form.ql_logistics_patient_and_sample_transfer.log_ampicillin,form.ql_logistics_patient_and_sample_transfer.log_chlorhexidine_5,form.question10.log_chlorhexidine_7,form.question10.log_gentamicin,form.question10.log_folic,form.question10.log_ferrous_and_folic,form.question10.log_compound_sodium,form.question10.log_co_trimoxazole_400,form.question10.log_co_trimoxazole_200,form.question6.log_metronidazole_250,form.question6.log_metronidazole_200,form.question6.log_methyldopa,form.question6.log_magnesium_sulphate,form.question6.log_lidocaine,form.question6.log_ibuprofen,form.question2.log_surgical_spirit,form.question2.log_sodium_chloride,form.question2.log_povidone,form.question2.log_paracetamol_500,form.question2.log_paracetamol_250,form.question2.log_ors,form.question7.log_gauze,form.question7.log_cotton_wool,form.question7.log_cannula_iv_20,form.question7.log_cannula_iv_24,form.question7.log_zinc_sulphate,form.question7.log_water,form.question4.log_needle_23,form.question4.log_needle_21,form.question4.log_glove_giving,form.question4.log_glove_surgical,form.question4.log_glove_gyn,form.question4.log_glove_exam,form.question1.log_tape,form.question1.log_syringe,form.question1.log_oxytocin,form.question1.log_diazepam,form.question1.log_misoprostol,form.question1.log_glucose,form.consultations.head_count.monthly_average_head_counts,form.consultations.general_outpatient.monthly_average_general_outpatient,form.consultations.deliveries.monthly_average_deliveries,form.consultations.pent_vaccines.monthly_average_pent_vaccines,form.ql_human_resources.score_human_resources,form.ql_information_education_communication.score_information_education_communication,form.ql_surveillance.score_surveillance,form.ql_triage_and_early_recognition.score_triage_and_early_recognition,form.ql_chw.score_chw,form.ql_isolation_physical_distancing.score_isolation,form.grp_infection_prevention_and_control.ql_ppe.score_infection_prevention_and_control_ppe,form.grp_infection_prevention_and_control.ql_ppe_plan.score_infection_prevention_and_control_ppe_plan,form.grp_infection_prevention_and_control.ql_waste_collection_and_disposal.score_infection_prevention_and_control_waste_collection_and_disposal,form.grp_infection_prevention_and_control.ql_water_sanitation_and_hygiene.score_infection_prevention_and_control_water_sanitation_and_hygiene,form.grp_infection_prevention_and_control.ql_disinfection_and_sterilization.score_infection_prevention_and_control_disinfection_and_sterilization,form.grp_infection_prevention_and_control.score_infection_prevention_and_control,form.question1.score_logistics_patient_and_sample_transfer,form.score_total,Latitude,Longitude
Robert MCHP,Eastern,Kenema,Alaska,Lake Johnstad,mch_post,government_public,peri_urban,yes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,partially_completed,partially_completed,partially_completed,completed,completed,displayed,displayed,displayed,displayed,displayed,displayed,displayed,fully_operational,partially_operational,fully_operational,fully_operational,partially_operational,partially_operational,partially_operational,partially_operational,not_in_place,partial,partial,partial,partial,partial,partial,not_in_place,partially_operational,partially_operational,partially_operational,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,available_fully_achieved,available_fully_achieved,partially_achieved,partially_achieved,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,partially_available,not_available,partially_available,partially_available,partially_available,partially_available,partially_available,partially_available,available,available,available,available,partially_available,partially_available,available,available,partially_available,partially_available,partially_available,available,partially_available,partially_available,partially_available,partially_available,available,partially_available,available,available,available,available,available,partially_available,available,available,available,available,partially_available,partially_available,available,available,available,available,partially_available,0,0,0,0,3.5,6,3.5,2,2.5,1.5,4.5,3,2,5,2,16.5,30.5,66.0,-61.542334,80.162887
Rebekah Tertiary Hospital,North-Western,Port Loko,Montana,Valerieborough,community_health_post,government_public,peri_urban,yes,2,0,3,0,0,0,0,0,0,0,0,3,2,0,0,3,3,0,0,0,0,780,805,760,1044,363,448,340,403,40,37,28,29,34,39,35,35,not_completed,completed,not_completed,not_completed,completed,not_displayed,not_displayed,not_displayed,displayed,not_displayed,displayed,displayed,fully_operational,not_in_place,fully_operational,fully_operational,fully_operational,not_in_place,partially_operational,fully_operational,fully_operational,partial,partial,adequate,adequate,not_in_place,not_in_place,partially_operational,fully_operational,fully_operational,fully_operational,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,partially_achieved,available_fully_achieved,not_available,available_fully_achieved,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,not_available,not_available,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,not_available,available,partially_available,partially_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,partially_available,partially_available,not_available,not_available,not_available,available,partially_available,not_available,partially_available,not_available,partially_available,not_available,not_available,partially_available,partially_available,available,not_available,not_available,available,not_available,not_available,not_available,not_available,not_available,not_available,partially_available,partially_available,available,partially_available,available,not_available,not_available,847.25,388.5,33.5,35.75,2,3,3,3.5,2.5,3.5,0,2.5,4,1,2,9.5,11,38.0,-64.6960615,-155.675806
Andrew Hospital/CHC,North-Western,Port Loko,Oregon,Valerieborough,community_health_post,government_public,peri_urban,yes,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,288,243,283,141,189,145,145,90,11,7,16,2,12,11,26,0,not_completed,completed,partially_completed,not_completed,completed,displayed,not_displayed,not_displayed,not_displayed,not_displayed,not_displayed,not_displayed,fully_operational,not_in_place,fully_operational,fully_operational,not_in_place,not_in_place,partially_operational,fully_operational,not_in_place,partial,partial,partial,not_in_place,not_in_place,not_in_place,not_in_place,fully_operational,not_in_place,fully_operational,risk_of_shortage,risk_of_shortage,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,risk_of_shortage,not_available,partially_achieved,available_fully_achieved,not_available,available_fully_achieved,sufficient_supplies,risk_of_shortage,risk_of_shortage,not_available,not_available,risk_of_shortage,not_available,not_available,not_available,sufficient_supplies,not_available,risk_of_shortage,not_available,not_available,available,available,available,partially_available,not_available,partially_available,not_available,partially_available,not_available,not_available,not_available,not_available,partially_available,not_available,not_available,available,available,partially_available,available,not_available,available,available,available,not_available,available,partially_available,available,not_available,not_available,partially_available,available,partially_available,not_available,not_available,not_available,not_available,available,partially_available,not_available,available,available,not_available,partially_available,238.75,142.25,9,12.25,2.5,1,3,1.5,1,2,4.5,2.5,2,0.5,1.5,11,18.5,40.5,44.582128,-149.870484
Emily CHP,Northern,Koinadugu,Tennessee,Port Colleenfort,community_health_post,government_public,peri_urban,yes,3,6,5,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,3,3,268,218,277,319,163,150,197,175,11,6,13,15,10,13,22,11,not_completed,completed,not_completed,not_completed,completed,displayed,displayed,displayed,displayed,displayed,displayed,displayed,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,not_in_place,fully_operational,fully_operational,not_in_place,partial,partial,adequate,adequate,adequate,adequate,not_in_place,fully_operational,fully_operational,fully_operational,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,sufficient_supplies,sufficient_supplies,available_fully_achieved,available_fully_achieved,available_fully_achieved,available_fully_achieved,not_available,not_available,not_available,not_available,risk_of_shortage,not_available,not_available,not_available,not_available,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,available,available,not_available,available,not_available,available,available,available,not_available,not_available,available,available,not_available,not_available,not_available,available,available,available,not_available,not_available,available,available,available,not_available,available,not_available,available,not_available,not_available,available,available,partially_available,partially_available,available,not_available,not_available,available,available,partially_available,available,available,not_available,not_available,270.5,171.25,11.25,14,2,7,4,3,4.5,3,7,4,0,0.5,3,14.5,16,54.0,45.736229,102.489587
Carlos CHp,Northern,Koinadugu,Georgia,West Jennifer,mch_post,government_public,peri_urban,yes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,319,326,244,227,179,157,123,108,8,13,13,14,8,17,6,7,completed,completed,partially_completed,partially_completed,completed,displayed,displayed,displayed,displayed,displayed,displayed,displayed,fully_operational,not_in_place,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,not_in_place,adequate,adequate,adequate,adequate,partial,adequate,not_in_place,fully_operational,fully_operational,fully_operational,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,sufficient_supplies,sufficient_supplies,available_fully_achieved,available_fully_achieved,available_fully_achieved,available_fully_achieved,sufficient_supplies,not_available,not_available,not_available,risk_of_shortage,not_available,not_available,not_available,not_available,sufficient_supplies,sufficient_supplies,risk_of_shortage,sufficient_supplies,sufficient_supplies,available,partially_available,available,available,not_available,available,not_available,available,not_available,not_available,available,available,not_available,not_available,not_available,available,available,not_available,available,available,available,available,available,not_available,available,not_available,available,not_available,not_available,available,available,not_available,not_available,available,available,available,available,not_available,not_available,available,available,not_available,not_available,279,141.75,12,9.5,4,7,3,4,4.5,3,6,4,1,0.5,3.5,15,23.5,64.0,66.546422,94.201596
Tanya MCHP,Southern,Pujehun,New Jersey,Riceville,community_health_post,government_public,rural,yes,1,3,1,0,0,0,0,2,1,0,0,1,1,0,0,2,2,1,0,2,0,545,858,699,1220,200,216,220,200,30,27,25,27,17,16,17,30,completed,completed,completed,completed,completed,displayed,displayed,displayed,displayed,displayed,displayed,displayed,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,adequate,adequate,adequate,adequate,adequate,adequate,fully_operational,fully_operational,fully_operational,fully_operational,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,not_available,risk_of_shortage,risk_of_shortage,available_fully_achieved,not_available,not_available,not_available,sufficient_supplies,sufficient_supplies,not_available,risk_of_shortage,risk_of_shortage,risk_of_shortage,sufficient_supplies,not_available,not_available,not_available,not_available,risk_of_shortage,not_available,not_available,available,available,available,available,available,not_available,not_available,not_available,not_available,not_available,available,available,not_available,available,not_available,not_available,available,not_available,available,partially_available,available,partially_available,available,not_available,available,not_available,available,not_available,partially_available,available,partially_available,partially_available,partially_available,available,partially_available,partially_available,partially_available,available,available,available,available,not_available,not_available,830.5,209,27.25,20,5,7,4,5,5,4,4,1,2.5,2,0.5,10,23.5,63.5,62.770247,123.502696
Amber Tertiary Hospital,Southern,Pujehun,New Jersey,Donnaburgh,mch_post,government_public,rural,yes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,171,166,139,136,118,103,93,103,13,10,12,14,8,5,8,11,not_completed,completed,not_completed,not_completed,not_completed,displayed,displayed,displayed,displayed,displayed,not_displayed,displayed,fully_operational,not_in_place,fully_operational,fully_operational,not_in_place,not_in_place,fully_operational,partially_operational,not_in_place,not_in_place,partial,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,risk_of_shortage,not_available,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,partially_achieved,not_available,not_available,not_available,risk_of_shortage,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,not_available,not_available,risk_of_shortage,risk_of_shortage,sufficient_supplies,not_available,not_available,available,available,available,available,not_available,available,not_available,not_available,available,not_available,available,available,available,available,not_available,not_available,available,not_available,available,not_available,not_available,not_available,available,not_available,available,not_available,available,not_available,not_available,available,not_available,not_available,not_available,available,available,not_available,available,available,available,not_available,not_available,not_available,not_available,153,104.25,12.25,8,1,6,3,1.5,0.5,0,6.5,0.5,2.5,2,2,13.5,21.5,47.0,70.239336,-129.975261
Kevin hospital,North-Western,Karene,Massachusetts,Hunterport,community_health_centre,government_public,peri_urban,no,3,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1840,2330,2309,1658,1257,1197,1182,803,16,16,16,19,61,18,48,37,not_completed,completed,not_completed,not_completed,completed,displayed,displayed,not_displayed,displayed,not_displayed,displayed,not_displayed,not_in_place,fully_operational,fully_operational,fully_operational,not_in_place,not_in_place,not_in_place,partially_operational,not_in_place,adequate,not_in_place,adequate,adequate,not_in_place,not_in_place,fully_operational,partially_operational,partially_operational,fully_operational,not_available,not_available,not_available,sufficient_supplies,not_available,not_available,not_available,not_available,risk_of_shortage,available_fully_achieved,available_fully_achieved,not_available,not_available,sufficient_supplies,not_available,not_available,sufficient_supplies,sufficient_supplies,not_available,not_available,not_available,not_available,risk_of_shortage,not_available,not_available,not_available,not_available,available,not_available,available,available,not_available,not_available,not_available,available,available,not_available,available,available,not_available,available,not_available,available,available,available,not_available,available,available,available,available,not_available,available,not_available,available,not_available,not_available,available,available,not_available,not_available,available,not_available,not_available,available,not_available,available,available,available,not_available,not_available,2034.25,1109.75,16.75,41,2,4,3,0.5,2,3,1.5,2,2,1,0.5,7,24,45.5,-53.597735,136.778861
Jeremiah Clinic,North-Western,Karene,Connecticut,Kaiserberg,mch_post,government_public,peri_urban,no,1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,293,129,257,231,175,67,108,89,7,8,14,4,18,15,27,13,not_completed,completed,not_completed,not_completed,completed,not_displayed,displayed,not_displayed,not_displayed,not_displayed,displayed,not_displayed,not_in_place,not_in_place,not_in_place,fully_operational,not_in_place,not_in_place,not_in_place,partially_operational,partially_operational,not_in_place,not_in_place,adequate,adequate,not_in_place,not_in_place,partially_operational,not_in_place,not_in_place,fully_operational,not_available,not_available,not_available,sufficient_supplies,not_available,not_available,not_available,not_available,sufficient_supplies,available_fully_achieved,available_fully_achieved,not_available,not_available,sufficient_supplies,sufficient_supplies,not_available,not_available,sufficient_supplies,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,partially_available,not_available,available,not_available,not_available,partially_available,not_available,available,not_available,not_available,available,not_available,not_available,available,not_available,not_available,not_available,not_available,available,partially_available,available,available,available,not_available,available,not_available,available,not_available,not_available,not_available,available,not_available,not_available,available,available,available,not_available,not_available,not_available,available,available,not_available,not_available,227.5,109.75,8.25,18.25,2,2,1,1,2,1.5,2,2,2,1,0,7,17,33.5,-16.739596,-106.519965
Amber CHP,North-Western,Karene,Massachusetts,Port Carolburgh,mch_post,government_public,peri_urban,no,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,481,355,264,223,57,50,40,28,12,11,9,8,6,12,12,12,not_completed,completed,completed,completed,completed,displayed,displayed,not_displayed,displayed,displayed,displayed,not_displayed,not_in_place,fully_operational,fully_operational,fully_operational,not_in_place,not_in_place,not_in_place,partially_operational,not_in_place,adequate,adequate,adequate,adequate,not_in_place,not_in_place,partially_operational,not_in_place,not_in_place,fully_operational,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,sufficient_supplies,partially_achieved,available_fully_achieved,not_available,not_available,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,available,not_available,not_available,available,not_available,available,not_available,available,available,not_available,available,available,not_available,available,not_available,available,available,available,available,available,available,available,available,not_available,available,available,not_available,not_available,not_available,available,available,not_available,not_available,available,available,available,available,not_available,available,available,available,not_available,not_available,330.75,43.75,10,10.5,4,5,3,0.5,3,1.5,8,1.5,3,1,0,13.5,26,56.5,-63.524311,4.306230
Robert Regional Hospital,Western,Western Area Urban,Rhode Island,Colleenburgh,community_health_centre,government_public,urban,yes,4,6,2,2,1,0,0,2,0,3,1,8,1,3,2,4,0,0,0,0,0,880,1050,911,652,352,544,657,250,40,41,96,28,0,70,52,0,completed,partially_completed,partially_completed,not_completed,not_completed,displayed,displayed,displayed,displayed,displayed,not_displayed,displayed,not_in_place,partially_operational,fully_operational,fully_operational,partially_operational,fully_operational,fully_operational,fully_operational,not_in_place,adequate,partial,adequate,partial,partial,not_in_place,not_in_place,not_in_place,not_in_place,not_in_place,not_available,not_available,risk_of_shortage,not_available,not_available,not_available,not_available,not_available,not_available,partially_achieved,not_available,not_available,not_available,risk_of_shortage,risk_of_shortage,not_available,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,not_available,risk_of_shortage,risk_of_shortage,risk_of_shortage,risk_of_shortage,not_available,not_available,partially_available,not_available,partially_available,partially_available,not_available,not_available,partially_available,not_available,not_available,not_available,partially_available,not_available,not_available,not_available,not_available,not_available,partially_available,not_available,partially_available,not_available,partially_available,not_available,partially_available,partially_available,available,partially_available,partially_available,not_available,not_available,partially_available,partially_available,not_available,not_available,partially_available,not_available,not_available,not_available,not_available,not_available,partially_available,partially_available,not_available,not_available,873.25,450.75,51.25,30.5,2,6,2.5,3.5,2.5,0,0.5,0.5,1.5,2,1.5,6,9.5,32.0,-15.224350,87.259650
Toni CHp,Southern,Moyamba,Colorado,Port Genehaven,community_health_centre,government_public,peri_urban,yes,1,0,1,2,2,0,0,0,0,1,1,2,2,1,1,3,3,1,1,1,1,329,286,128,189,92,115,91,38,11,11,4,10,5,4,16,7,completed,completed,partially_completed,partially_completed,partially_completed,displayed,displayed,displayed,displayed,displayed,displayed,not_displayed,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,partially_operational,partial,not_in_place,partial,partial,not_in_place,not_in_place,partially_operational,fully_operational,fully_operational,fully_operational,not_available,sufficient_supplies,not_available,sufficient_supplies,not_available,not_available,not_available,sufficient_supplies,sufficient_supplies,partially_achieved,partially_achieved,partially_achieved,available_fully_achieved,sufficient_supplies,risk_of_shortage,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,not_available,not_available,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,risk_of_shortage,sufficient_supplies,available,not_available,not_available,available,available,not_available,not_available,not_available,not_available,not_available,available,available,not_available,available,not_available,available,available,not_available,available,available,available,available,available,not_available,available,available,available,available,available,available,available,available,available,available,not_available,available,available,available,available,available,available,not_available,not_available,233,84,9,8,3.5,6,4,4.5,1,3.5,4,2.5,3.5,2,3,15,24,61.5,27.4683045,-67.086320
Amber CHp,Southern,Moyamba,Alabama,New Walterport,community_health_centre,government_public,slum,yes,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,492,537,486,524,396,392,291,254,11,7,10,11,12,13,13,15,completed,completed,completed,completed,completed,displayed,displayed,displayed,displayed,displayed,displayed,displayed,fully_operational,fully_operational,partially_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,partial,partial,partial,partial,partial,adequate,fully_operational,fully_operational,fully_operational,fully_operational,risk_of_shortage,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,available_fully_achieved,available_fully_achieved,available_fully_achieved,available_fully_achieved,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,risk_of_shortage,not_available,not_available,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,available,partially_available,available,available,not_available,available,partially_available,available,not_available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_available,available,available,available,available,available,available,available,available,not_available,available,available,available,available,available,available,not_available,available,509.75,333.25,9.75,13.25,5,7,3.5,5,3,4,8.5,4,4,2.5,4,23,36,86.5,-51.206867,-4.695275
Joseph Clinic,Southern,Moyamba,Kansas,Melissaport,community_health_centre,government_public,peri_urban,yes,2,1,1,1,1,1,1,2,0,1,1,1,0,0,0,2,2,2,0,1,0,349,382,331,383,194,158,175,183,10,12,11,13,11,10,10,10,completed,completed,not_completed,not_completed,not_completed,displayed,displayed,displayed,displayed,displayed,displayed,displayed,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,fully_operational,partial,partial,adequate,adequate,not_in_place,adequate,fully_operational,fully_operational,fully_operational,fully_operational,not_available,not_available,risk_of_shortage,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,sufficient_supplies,sufficient_supplies,available_fully_achieved,available_fully_achieved,available_fully_achieved,available_fully_achieved,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,not_available,risk_of_shortage,not_available,not_available,risk_of_shortage,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,sufficient_supplies,available,partially_available,available,available,available,available,available,available,not_available,available,available,available,available,available,not_available,available,available,available,available,available,available,available,available,partially_available,available,available,available,available,available,available,available,not_available,available,available,not_available,available,available,available,available,available,available,available,available,361.25,177.5,11.5,10.25,2,7,4,5,3.5,4,5.5,4,4,1,4,18.5,38,82.0,-59.267232,1.735306
